,Age,Country,EdLevel,YearsCodePro,RemoteWork,Salary
63959,18-24 years old,United States of America,Bachelor’s degree,0.5,Hybrid,87500.0
63960,Over 45,United States of America,Bachelor’s degree,21.0,Hybrid,170000.0
63964,25-34 years old,Canada,Bachelor’s degree,5.0,Remote,66372.0
63966,35-44 years old,Canada,Less than a Bachelors,20.0,Remote,50755.0
63967,25-34 years old,Brazil,Bachelor’s degree,3.0,Person,27420.0
63968,Over 45,United States of America,Bachelor’s degree,12.0,Remote,120000.0
63969,25-34 years old,Brazil,Bachelor’s degree,8.0,Remote,27420.0
63971,25-34 years old,Brazil,Bachelor’s degree,6.0,Remote,29916.0
63974,35-44 years old,United States of America,Master’s degree,17.0,Hybrid,300000.0
63978,Over 45,United States of America,Bachelor’s degree,22.0,Remote,189000.0
63980,25-34 years old,Spain,Less than a Bachelors,0.5,Remote,31993.0
63983,35-44 years old,United States of America,Less than a Bachelors,1.0,Hybrid,80000.0
63985,25-34 years old,United States of America,Bachelor’s degree,6.0,Remote,148600.0
63987,35-44 years old,United States of America,Bachelor’s degree,17.0,Remote,158000.0
63988,25-34 years old,United States of America,Bachelor’s degree,8.0,Remote,110000.0
63991,25-34 years old,Canada,Bachelor’s degree,6.0,Hybrid,81988.0
63993,25-34 years old,United States of America,Bachelor’s degree,10.0,Remote,180000.0
64002,25-34 years old,Canada,Less than a Bachelors,12.0,Remote,113222.0
64006,35-44 years old,United States of America,Bachelor’s degree,12.0,Remote,155555.0
64007,35-44 years old,Czech Republic,Master’s degree,11.0,Person,25980.0
64010,25-34 years old,United States of America,Bachelor’s degree,4.0,Person,66000.0
64011,35-44 years old,Poland,Master’s degree,10.0,Hybrid,57813.0
64012,Over 45,United States of America,Less than a Bachelors,15.0,Remote,80000.0
64014,25-34 years old,United States of America,Bachelor’s degree,3.0,Hybrid,90000.0
64015,25-34 years old,United States of America,Bachelor’s degree,3.0,Person,76000.0
64016,25-34 years old,India,Master’s degree,0.5,Hybrid,30948.0
64018,25-34 years old,United States of America,Bachelor’s degree,8.0,Remote,155000.0
64019,25-34 years old,United States of America,Bachelor’s degree,5.0,Remote,150000.0
64022,25-34 years old,United States of America,Bachelor’s degree,4.0,Remote,155000.0
64024,25-34 years old,United States of America,Less than a Bachelors,5.0,Remote,67000.0
64029,Over 45,United States of America,Bachelor’s degree,37.0,Hybrid,120000.0
64034,25-34 years old,United States of America,Bachelor’s degree,12.0,Hybrid,157000.0
64038,25-34 years old,United States of America,Bachelor’s degree,3.0,Person,100000.0
64039,25-34 years old,United States of America,Less than a Bachelors,10.0,Remote,107000.0
64040,25-34 years old,United States of America,Bachelor’s degree,9.0,Hybrid,170000.0
64042,25-34 years old,United States of America,Master’s degree,6.0,Person,80000.0
64043,25-34 years old,Spain,Bachelor’s degree,4.0,Remote,44790.0
64054,25-34 years old,United States of America,Bachelor’s degree,6.0,Hybrid,100000.0
64055,35-44 years old,United States of America,Bachelor’s degree,20.0,Hybrid,120000.0
64056,25-34 years old,Mexico,Master’s degree,5.0,Hybrid,30108.0
64058,25-34 years old,Brazil,Less than a Bachelors,6.0,Remote,29916.0
64059,25-34 years old,Germany,Less than a Bachelors,6.0,Remote,63986.0
64062,25-34 years old,Turkey,Bachelor’s degree,8.0,Hybrid,25054.0
64069,25-34 years old,Brazil,Bachelor’s degree,5.0,Hybrid,35148.0
64071,18-24 years old,Brazil,Bachelor’s degree,4.0,Remote,15708.0
64072,35-44 years old,United States of America,Master’s degree,15.0,Remote,150000.0
64074,18-24 years old,India,Bachelor’s degree,0.5,Hybrid,201192.0
64075,Over 45,United States of America,Bachelor’s degree,36.0,Hybrid,118000.0
64076,18-24 years old,Brazil,Less than a Bachelors,2.0,Remote,13716.0
64078,25-34 years old,United States of America,Bachelor’s degree,10.0,Remote,160000.0
64081,25-34 years old,United States of America,Less than a Bachelors,1.0,Remote,115000.0
64091,25-34 years old,United States of America,Master’s degree,4.0,Remote,100000.0
64093,Over 45,United States of America,Bachelor’s degree,10.0,Remote,108000.0
64103,25-34 years old,United States of America,Bachelor’s degree,2.0,Remote,90000.0
64105,35-44 years old,United States of America,Master’s degree,15.0,Remote,170000.0
64106,35-44 years old,United States of America,Bachelor’s degree,16.0,Remote,100000.0
64107,35-44 years old,Spain,Less than a Bachelors,1.0,Remote,29860.0
64108,25-34 years old,United States of America,Bachelor’s degree,10.0,Hybrid,139380.0
64109,35-44 years old,United States of America,Post grad,12.0,Remote,220000.0
64110,Over 45,United States of America,Master’s degree,37.0,Remote,137000.0
64112,35-44 years old,India,Master’s degree,9.0,Remote,12456.0
64113,Over 45,United States of America,Less than a Bachelors,16.0,Remote,150000.0
64114,18-24 years old,Spain,Bachelor’s degree,0.5,Hybrid,26874.0
64119,25-34 years old,Germany,Less than a Bachelors,7.0,Hybrid,79983.0
64123,35-44 years old,United States of America,Bachelor’s degree,2.0,Hybrid,85000.0
64124,25-34 years old,United States of America,Bachelor’s degree,4.0,Person,86500.0
64125,Over 45,Brazil,Post grad,30.0,Remote,12468.0
64128,25-34 years old,United States of America,Bachelor’s degree,16.0,Remote,300000.0
64135,35-44 years old,Spain,Post grad,15.0,Hybrid,74651.0
64136,25-34 years old,Canada,Bachelor’s degree,5.0,Remote,109318.0
64137,Over 45,United States of America,Bachelor’s degree,7.0,Remote,125000.0
64138,25-34 years old,Poland,Master’s degree,11.0,Hybrid,55500.0
64139,25-34 years old,United States of America,Bachelor’s degree,12.0,Hybrid,195000.0
64143,35-44 years old,United States of America,Bachelor’s degree,13.0,Hybrid,150000.0
64146,35-44 years old,Turkey,Bachelor’s degree,23.0,Person,48852.0
64147,35-44 years old,United States of America,Bachelor’s degree,14.0,Remote,225000.0
64148,25-34 years old,Sweden,Master’s degree,2.0,Remote,76788.0
64149,25-34 years old,Poland,Bachelor’s degree,2.0,Remote,25392.0
64151,35-44 years old,France,Master’s degree,17.0,Hybrid,58654.0
64156,25-34 years old,United States of America,Bachelor’s degree,8.0,Hybrid,175000.0
64158,25-34 years old,United States of America,Bachelor’s degree,6.0,Person,75000.0
64159,25-34 years old,United States of America,Bachelor’s degree,7.0,Remote,100000.0
64165,Over 45,Finland,Master’s degree,24.0,Hybrid,57588.0
64167,25-34 years old,India,Bachelor’s degree,3.0,Remote,52879.0
64168,25-34 years old,Austria,Master’s degree,5.0,Hybrid,26880.0
64173,18-24 years old,Brazil,Bachelor’s degree,4.0,Remote,11353.0
64177,Over 45,United States of America,Bachelor’s degree,30.0,Hybrid,140000.0
64180,35-44 years old,United States of America,Bachelor’s degree,17.0,Remote,200000.0
64185,25-34 years old,United States of America,Bachelor’s degree,6.0,Remote,77250.0
64189,25-34 years old,United States of America,Bachelor’s degree,9.0,Remote,130000.0
64192,25-34 years old,United States of America,Bachelor’s degree,5.0,Hybrid,200000.0
64193,25-34 years old,Spain,Bachelor’s degree,3.0,Hybrid,31992.0
64197,25-34 years old,United States of America,Bachelor’s degree,7.0,Remote,170000.0
64198,Over 45,United States of America,Bachelor’s degree,35.0,Remote,133000.0
64200,25-34 years old,United States of America,Bachelor’s degree,7.0,Remote,100000.0
64202,Over 45,United States of America,Post grad,24.0,Remote,257000.0
64208,35-44 years old,United States of America,Bachelor’s degree,10.0,Remote,250000.0
64209,25-34 years old,United States of America,Bachelor’s degree,7.0,Remote,200000.0
64211,25-34 years old,Canada,Less than a Bachelors,7.0,Hybrid,59734.0
64213,25-34 years old,United States of America,Bachelor’s degree,10.0,Remote,118000.0
64222,25-34 years old,Brazil,Bachelor’s degree,3.0,Hybrid,27420.0
64224,Over 45,United States of America,Bachelor’s degree,23.0,Remote,220000.0
64226,Over 45,United States of America,Bachelor’s degree,34.0,Person,168000.0
64233,25-34 years old,United States of America,Bachelor’s degree,3.0,Hybrid,120000.0
64236,18-24 years old,United States of America,Bachelor’s degree,3.0,Hybrid,200000.0
64237,35-44 years old,Sweden,Bachelor’s degree,0.5,Hybrid,42660.0
64238,25-34 years old,United States of America,Bachelor’s degree,5.0,Remote,160000.0
64241,35-44 years old,United States of America,Less than a Bachelors,21.0,Person,180000.0
64242,25-34 years old,Turkey,Bachelor’s degree,5.0,Remote,36072.0
64243,25-34 years old,United States of America,Master’s degree,6.0,Remote,175000.0
64245,25-34 years old,Canada,Bachelor’s degree,7.0,Remote,200000.0
64246,35-44 years old,Brazil,Less than a Bachelors,21.0,Remote,51518.0
64247,18-24 years old,Spain,Less than a Bachelors,5.0,Hybrid,21329.0
64248,35-44 years old,Israel,Bachelor’s degree,11.0,Hybrid,136308.0
64251,18-24 years old,Finland,Bachelor’s degree,2.0,Remote,48624.0
64254,35-44 years old,United States of America,Bachelor’s degree,7.0,Remote,200000.0
64256,35-44 years old,United States of America,Less than a Bachelors,20.0,Hybrid,95000.0
64257,Over 45,United States of America,Master’s degree,25.0,Hybrid,145000.0
64264,25-34 years old,Poland,Bachelor’s degree,7.0,Remote,90460.0
64266,18-24 years old,Germany,Bachelor’s degree,2.0,Hybrid,37325.0
64267,Over 45,United States of America,Bachelor’s degree,22.0,Remote,172500.0
64268,25-34 years old,Netherlands,Bachelor’s degree,4.0,Hybrid,40956.0
64269,25-34 years old,United States of America,Bachelor’s degree,2.0,Hybrid,110000.0
64272,25-34 years old,Poland,Master’s degree,7.0,Remote,33300.0
64279,35-44 years old,Denmark,Less than a Bachelors,7.0,Person,51624.0
64281,18-24 years old,Germany,Less than a Bachelors,2.0,Hybrid,13864.0
64282,35-44 years old,United States of America,Master’s degree,5.0,Remote,103000.0
64284,25-34 years old,United States of America,Bachelor’s degree,6.0,Remote,170000.0
64286,25-34 years old,United States of America,Less than a Bachelors,3.0,Remote,75000.0
64287,Over 45,United States of America,Bachelor’s degree,39.0,Remote,125000.0
64292,25-34 years old,United States of America,Bachelor’s degree,7.0,Remote,65000.0
64296,35-44 years old,Canada,Bachelor’s degree,14.0,Remote,124935.0
64298,Over 45,United States of America,Master’s degree,25.0,Person,83000.0
64299,25-34 years old,United States of America,Less than a Bachelors,5.0,Person,46150.0
64303,18-24 years old,Spain,Master’s degree,1.0,Hybrid,15360.0
64304,35-44 years old,United States of America,Master’s degree,13.0,Person,150000.0
64305,25-34 years old,United States of America,Master’s degree,2.0,Remote,152000.0
64306,Over 45,United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,Remote,125639.0
64308,Over 45,Canada,Bachelor’s degree,22.0,Remote,85893.0
64316,18-24 years old,United States of America,Bachelor’s degree,0.5,Hybrid,85000.0
64319,35-44 years old,United States of America,Bachelor’s degree,15.0,Remote,75000.0
64321,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,Remote,56538.0
64324,35-44 years old,United States of America,Bachelor’s degree,13.0,Person,145000.0
64327,25-34 years old,Germany,Post grad,0.5,Remote,47990.0
64328,25-34 years old,Portugal,Less than a Bachelors,3.0,Remote,19200.0
64329,Over 45,United States of America,Master’s degree,15.0,Hybrid,160000.0
64331,25-34 years old,Brazil,Bachelor’s degree,2.0,Remote,27420.0
64335,25-34 years old,Italy,Less than a Bachelors,4.0,Person,16632.0
64337,35-44 years old,United States of America,Bachelor’s degree,20.0,Remote,83000.0
64339,65 years or older,United States of America,Bachelor’s degree,43.0,Remote,160000.0
64340,25-34 years old,Czech Republic,Post grad,9.0,Person,27024.0
64346,35-44 years old,United States of America,Bachelor’s degree,10.0,Remote,126000.0
64357,25-34 years old,United States of America,Master’s degree,5.0,Remote,130000.0
64360,35-44 years old,United States of America,Master’s degree,18.0,Remote,170000.0
64361,Over 45,United States of America,Bachelor’s degree,28.0,Hybrid,116000.0
64365,25-34 years old,Brazil,Bachelor’s degree,5.0,Remote,22440.0
64367,25-34 years old,United States of America,Bachelor’s degree,1.0,Hybrid,82000.0
64371,25-34 years old,France,Master’s degree,4.0,Hybrid,51189.0
64376,Over 45,United States of America,Master’s degree,33.0,Hybrid,152000.0
64383,35-44 years old,Canada,Less than a Bachelors,15.0,Remote,96824.0
64384,25-34 years old,United States of America,Less than a Bachelors,7.0,Remote,220000.0
64385,25-34 years old,India,Bachelor’s degree,11.0,Hybrid,26246.0
64389,35-44 years old,Germany,Bachelor’s degree,9.0,Hybrid,111976.0
64390,25-34 years old,United States of America,Bachelor’s degree,5.0,Hybrid,115000.0
64391,25-34 years old,Brazil,Less than a Bachelors,3.0,Remote,24924.0
64393,Over 45,Canada,Bachelor’s degree,37.0,Remote,70276.0
64400,35-44 years old,United States of America,Less than a Bachelors,5.0,Person,130000.0
64401,25-34 years old,Canada,Less than a Bachelors,6.0,Remote,93701.0
64404,25-34 years old,France,Master’s degree,8.0,Person,85315.0
64406,35-44 years old,United States of America,Master’s degree,16.0,Remote,75000.0
64407,25-34 years old,United States of America,Bachelor’s degree,11.0,Remote,107000.0
64408,Over 45,United States of America,Master’s degree,28.0,Hybrid,120000.0
64411,25-34 years old,United States of America,Bachelor’s degree,4.0,Remote,203000.0
64412,25-34 years old,United States of America,Bachelor’s degree,7.0,Hybrid,120000.0
64414,35-44 years old,Poland,Master’s degree,4.0,Remote,33300.0
64416,25-34 years old,New Zealand,Bachelor’s degree,0.5,Hybrid,73983.0
64420,35-44 years old,United States of America,Post grad,10.0,Hybrid,69000.0
64422,25-34 years old,Germany,Master’s degree,5.0,Hybrid,232483.0
64427,Over 45,United States of America,Master’s degree,23.0,Remote,160000.0
64429,Over 45,Canada,Master’s degree,23.0,Remote,48724.0
64432,25-34 years old,United States of America,Master’s degree,4.0,Remote,102000.0
64437,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,Remote,50256.0
64439,35-44 years old,United States of America,Bachelor’s degree,13.0,Hybrid,230000.0
64440,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Post grad,14.0,Hybrid,60307.0
64441,Over 45,France,Post grad,12.0,Hybrid,31992.0
64443,35-44 years old,United States of America,Master’s degree,17.0,Remote,93000.0
64448,35-44 years old,Germany,Bachelor’s degree,0.5,Remote,63986.0
64450,25-34 years old,Russian Federation,Master’s degree,5.0,Hybrid,33252.0
64451,Over 45,United States of America,Bachelor’s degree,38.0,Remote,133000.0
64452,25-34 years old,United States of America,Less than a Bachelors,6.0,Remote,65000.0
64453,Over 45,Canada,Bachelor’s degree,25.0,Remote,195210.0
64456,Over 45,France,Master’s degree,25.0,Hybrid,69144.0
64458,35-44 years old,United States of America,Less than a Bachelors,25.0,Hybrid,62000.0
64460,25-34 years old,United States of America,Less than a Bachelors,5.0,Person,130000.0
64461,Over 45,Austria,Less than a Bachelors,25.0,Remote,85315.0
64462,18-24 years old,New Zealand,Bachelor’s degree,12.0,Remote,49858.0
64466,35-44 years old,United States of America,Post grad,15.0,Person,150000.0
64467,Over 45,Italy,Less than a Bachelors,24.0,Remote,95979.0
64470,25-34 years old,Greece,Master’s degree,5.0,Hybrid,31993.0
64471,35-44 years old,United States of America,Bachelor’s degree,15.0,Remote,180000.0
64475,35-44 years old,United States of America,Master’s degree,15.0,Remote,225000.0
64480,25-34 years old,Brazil,Bachelor’s degree,6.0,Remote,19944.0
64484,25-34 years old,Spain,Post grad,9.0,Remote,42657.0
64485,Over 45,New Zealand,Bachelor’s degree,25.0,Hybrid,160833.0
64489,35-44 years old,United States of America,Bachelor’s degree,5.0,Remote,205000.0
64490,25-34 years old,United States of America,Bachelor’s degree,10.0,Remote,145000.0
64492,25-34 years old,Russian Federation,Master’s degree,14.0,Person,16620.0
64493,Over 45,Russian Federation,Less than a Bachelors,25.0,Hybrid,93516.0
64497,18-24 years old,"Iran, Islamic Republic of...",Bachelor’s degree,5.0,Hybrid,25524.0
64498,25-34 years old,United States of America,Bachelor’s degree,4.0,Remote,200000.0
64499,65 years or older,Canada,Master’s degree,37.0,Remote,97605.0
64500,35-44 years old,United States of America,Bachelor’s degree,14.0,Hybrid,110000.0
